smiles,PI3K-beta,PI3K-alpha,PI3K-delta,PI3K-gamma
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1nccs1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1ccnn1C)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cn(C)nn1)n(-c1ncccc1F)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1cn[nH]c1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1cnn(C2CCOCC2)c1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1cncnc1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1ccncc1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1cn(C)cn1)c(=O)n3C,1,1,1,1
COc1cc2ncc3c(c2cc1-c1cnn(C)c1)n(-c1ccncc1Cl)c(=O)n3C,1,1,1,1
CCn1cc(-c2cc3c(cc2OC)ncc2c3n(-c3ccncc3)c(=O)n2C)cn1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cn2c1-c1ccccc1S(C)(=O)=O,1,0,1,1
COc1ncc(-c2cc(OC[C@H]3CN(C)CCO3)c3c(n2)COC3)cc1NS(C)(=O)=O,1,0,1,1
Cn1nc(-c2cnc(N)c(-n3cnc4ccccc43)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)cn2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)c(C#N)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)c(-c3ccc(F)nc3)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)c(-c3cc[nH]n3)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)c(-c3cnn(C(N)=O)c3)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
Cn1nc(-c2cnc(N)c(-n3ccc(C(N)=O)n3)n2)nc1C1(c2ccccc2)CC1,1,0,1,1
COCCNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N([C@@H](C)C1CC1)C2,1,0,1,1
CNC(=O)c1nc(-c2cc(C)c3c(c2)CN([C@@H](C)C2CC2)C3=O)cnc1N,1,0,1,1
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(=O)(=O)CCCO)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,1,0,1,1
C[C@@H](C1CC1)N1Cc2cc(-c3cnc(N)nc3)cc(Cl)c2C1=O,1,0,0,1
Cc1cc(-c2nccnc2N)cc2c1C(=O)N([C@@H](C)C1CC1)C2,1,0,1,1
Cc1cc(-c2cnc3[nH]ccc3n2)cc2c1C(=O)N([C@@H](C)C1CC1)C2,1,0,1,1
CC(=O)Nc1ncc(-c2cc(Cl)c3c(c2)CN([C@@H](C)C2CC2)C3=O)s1,1,0,1,1
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(N)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,1,0,1,1
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,1,1,1,1
CN1CCN(C2(c3nc(-c4cnc(N)c(-n5nnc6ccccc65)n4)nn3C)CC2)CC1,1,0,1,1
Cc1n[nH]c(C)c1-c1nc(-c2nc(C3(c4ccccc4)CC3)n(C)n2)cnc1N,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cc(F)ccc2n1-c1cccc(S(C)(=O)=O)c1,1,0,1,1
COc1ncc(-c2cc(OCCN3CCC(C(C)(C)O)CC3)c3c(c2Cl)COC3)cc1NS(C)(=O)=O,1,0,1,1
C[C@@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1-c1cccc(S(C)(=O)=O)c1,1,0,1,1
C[C@@H](Nc1ncnc(N)c1C#N)c1nc2cc(F)ccc2n1-c1cccc(S(C)(=O)=O)c1,1,0,1,1
COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,1,1,1,1
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1)C1CC1,1,0,1,1
COc1cc(-c2c[nH]c3ncnc(N[C@@H](C)c4nn5ccc(C)c5c(=O)n4-c4ccccc4)c23)ccc1O,1,0,1,1
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2cccc(Cl)c2c(=O)n1-c1cc[nH]n1)C1CC1,1,0,1,1
Cc1nc(N)nc(N[C@H](c2nc3cccc(Cl)c3c(=O)n2-c2cc[nH]n2)C2CC2)c1C#N,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(N)c3F)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(C#N)c3)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2cccc(Cl)c2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cc(O)cc(F)c5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cc(O)cc(NS(C)(=O)=O)c5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
C[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccc(O)cc1,1,0,1,1
Clc1cccc2c(-n3cnc4c(-c5nnc[nH]5)cc(N5CCOCC5)cc43)ccnc12,1,0,1,1
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,1,1,1,1
COc1ncc(-c2ccc3ncc(NC(=O)CN4CCOCC4)c(OC)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5ccc(O)cc5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cn[nH]c5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,0
N#Cc1c(N[C@H](c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,1,0,1,1
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,1,1,1,1
Clc1cccc2c(-n3cnc4c(-c5nnc[nH]5)cc(-c5ccncc5)cc43)ccnc12,1,0,1,1
N#Cc1c(Cl)nc(N)nc1N[C@H](c1nc2cccc(Cl)c2c(=O)n1-c1cc[nH]n1)C1CC1,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccncc3)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(Cl)c3)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
CCN1CCN(c2cc(F)c(NC(=O)N3CCc4c(-c5cnc(N)nc5)nc(N5CCOCC5)nc43)c(F)c2)CC1,1,0,0,0
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cc(C(F)(F)F)ccc5O)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
CN(C)CCCOc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN)c3)c(=O)n12,1,0,1,1
Nc1nc(N)c(Cl)c(N[C@H](c2nc3cccc(Cl)c3c(=O)n2-c2cc[nH]n2)C2CC2)n1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CNCCCCOCCc4ccccc4)c3)c(=O)n12,1,0,1,1
C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
Cc1cc(-c2cc(-c3nnc[nH]3)c3nc(C)n(-c4ccnc5c(F)ccc(F)c45)c3c2)ccn1,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(N)c3)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
N#Cc1c(N[C@H](c2nc3cccc(Cl)c3c(=O)n2-c2cc[nH]n2)C2CC2)nc(N)nc1C(F)F,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,0,1,1
CNCc1cccc(Cc2c([C@H](C)Nc3ncnc(N)c3C#N)cc3scc(C)n3c2=O)c1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cc(NS(C)(=O)=O)cc6[nH]ccc56)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3cc(O)cc(C(F)(F)F)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
COc1c(OC[C@@H](O)CN[C@@H](C)c2ccccc2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,1,0,0,0
COc1c(OC[C@H](O)CN[C@@H](C)c2ccccc2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,1,0,0,0
COc1c(OCC(O)CN[C@@H](C)c2ccccc2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,1,0,0,0
Nc1nccc(-c2cc(-c3nnc[nH]3)c3ncn(-c4ccnc5c(F)ccc(F)c45)c3c2)c1F,1,0,1,1
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,1,1,1,1
Cc1nccc(-c2cc(-c3nnc[nH]3)c3nc(C)n(-c4ccnc5c(F)ccc(F)c45)c3c2)n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cccc6[nH]ccc56)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCN(C)Cc4ccc(Cl)cc4)c3)c(=O)n12,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1cn[nH]c1,1,0,1,1
COc1cccc(-c2c[nH]c3ncnc(N[C@@H](C)c4nn5ccc(C)c5c(=O)n4-c4ccccc4)c23)c1O,1,0,1,1
C[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2c(F)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
OCCOc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCCN(C)Cc4ccccc4)c3)c(=O)n12,1,0,1,0
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,1,1,1,1
CC[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2c(F)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(N)c3Cl)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CNCCN4CCOCC4)c3)c(=O)n12,1,0,1,0
COCCNCc1cccc(Cc2c([C@H](C)Nc3ncnc(N)c3C#N)cc3scc(C)n3c2=O)c1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3cc(O)cc(NS(C)(=O)=O)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1ccncc1-n1c([C@H](C)Nc2nc(N)nc(N)c2C#N)nc2cccc(Cl)c2c1=O,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCC(S(=O)(=O)NCCN(C)C)CC2)n1,1,0,1,0
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cnn(C)c5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
COc1ncc(-c2ccc3ncn([C@H]4CCN(CC5CC5)C4)c(=O)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1,1,0,1,0
OCC(O)COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
N#Cc1c[nH]c2ncnc(N3C[C@@H](F)C[C@H]3c3nn4ccc(Cl)c4c(=O)n3-c3ccccc3)c12,1,0,1,1
Cc1c(Cn2c(C)nc3c(C(=O)O)cc(N4CCOCC4)cc32)cccc1C(F)(F)F,1,0,1,1
Nc1nc(N)c(Cl)c(N[C@H](c2nc3c(Cl)cc(F)cc3c(=O)n2-c2cc[nH]n2)C2CC2)n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cccc(NS(C)(=O)=O)c5)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
C[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2c(F)cccc2c(=O)n1-c1cc[nH]n1,1,0,1,1
CN(C)CC(O)COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
Cc1nnc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(Cl)c3c(=O)n2C2CC2)o1,1,0,1,1
COc1c(OC[C@H](O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1)N1CCN=C21,1,0,0,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2n1C1CC1,1,0,1,1
Cc1nc2c(-c3nnc[nH]3)cc(-c3ccnc(C(F)F)c3)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,1,1,1,1
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(Cl)c3c(=O)n2-c2ccccc2)n1,1,0,1,1
COc1ncc(-c2ccc3ncc(Cl)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2c(F)cccc2c(=O)n1-c1cc[nH]n1,1,0,1,1
N#Cc1c[nH]c2ncnc(N3CCC[C@H]3c3nn4ccc(Cl)c4c(=O)n3-c3ccccc3)c12,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2cccc(F)c2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2C2CC2)n1,1,0,0,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3cccc(NS(C)(=O)=O)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(Cl)c3c(=O)n2C2CC2)n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3C(=O)Nc3cccc(O)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN4CCC4)c3)c(=O)n12,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2ccc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)N/N=C/c2cccc(O)c2)cc1,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(F)ccc(Cl)c2c(=O)n1-c1cccnc1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CCN(C)C)c3)c(=O)n12,1,0,1,1
COc1c(OC[C@@H](O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1)N1CCN=C21,1,0,0,0
COc1c(OCC(O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1)N1CCN=C21,1,0,0,0
Cc1nc2c(-c3nnc[nH]3)cc(-c3cc(N)ncc3F)cc2n1-c1ccnc2c(F)ccc(F)c12,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(CN(C)CC(C)C)CC4)c3)c(=O)n12,1,0,1,0
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3ccccc3)c(=O)n12,1,0,1,1
COc1ncc(-c2cc3c(c(OCCN4CCC(C(C)(C)O)CC4)c2)COC3)cc1NS(=O)(=O)CC#N,1,0,1,1
CC(=O)c1c[nH]c2ncnc(N3CCC[C@H]3c3nn4ccc(Cl)c4c(=O)n3-c3ccccc3)c12,1,0,1,1
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(CCO)/N=C/c1cnn2ccc(C#N)cc12,1,1,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cccc(F)c5O)c34)n(-c3ccccc3)c(=O)c12,1,0,1,1
OC(COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1)CN1CCOCC1,1,0,1,0
N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)N/N=C/c2ccccn2)cc1,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,0,1,1
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,1,1,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3cc(O)cc(Cl)c3)n(-c3ccccc3)c(=O)c12,1,0,1,0
CC#Cc1cccc2cc([C@H](C)Nc3ncnc(N)c3-c3nc(C)no3)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1cc(-c2cc(-c3nnc[nH]3)c3nc(C)n(-c4ccnc5c(F)ccc(F)c45)c3c2)ncn1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN(C)C)c3)c(=O)n12,1,0,1,1
Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,1,1,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(CN(C)Cc5ccccn5)CC4)c3)c(=O)n12,1,0,1,0
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(N(C)C)CC4)c3)c(=O)n12,1,0,1,0
CN(C)CCNc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)N/N=C/c2ccco2)cc1,1,0,1,1
NCCCOc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(Cl)ccc(Cl)c2c(=O)n1-c1cccnc1,1,0,1,1
CN(C)CCCN(C)c1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1,0,1,0
FC(F)c1nc2c(OCCCN3CCOCC3)cccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCCN4C[C@@H](C)O[C@@H](C)C4)c3)c(=O)n12,1,0,1,0
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(-c5cccc6cc[nH]c56)c34)n(-c3ccccc3)c(=O)c12,1,0,1,0
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCC(N(C)CC(C)C)CC4)c3)c(=O)n12,1,0,1,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ncc(N3CCOCC3)cc21,1,1,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3ccc(O)c(F)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CC[C@@H](NS(C)(=O)=O)C2)n1,1,0,1,0
N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)Nc2ccccc2F)cc1,1,0,1,1
CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,1,0,1,0
O=c1c2c(Cl)ccn2nc([C@@H]2CCCN2c2ncnc3[nH]cnc23)n1-c1ccccc1,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nn2ccc(C#N)c2c(=O)n1-c1ccccc1,1,0,1,1
N#Cc1c(N2CCOCC2)sc(-c2nc[nH]n2)c1-c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,1,0,1,1
COc1ccc(N2C(=O)COc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc32)cc1,1,0,1,1
CNCCS(=O)(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4c(OC)cccc43)n2)CC1,1,0,1,0
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCN(S(=O)(=O)CCN3CCCC3)CC2)n1,1,0,1,0
COc1ncc(C2=CCOCC2)cc1S(=O)(=O)Nc1cncc(-c2ccc(CN3CCCCC3)s2)c1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN(C)CC(C)C)c3)c(=O)n12,1,0,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1-c1cccnc1,1,0,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN4CCN(CCN5CCOCC5)CC4)c3)c(=O)n12,1,0,1,0
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2c(F)ccc(Cl)c2c(=O)n1-c1cccnc1)C1CC1,1,0,1,1
Cc1nc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(Cl)c3c(=O)n2C2CC2)no1,1,0,1,1
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(C#CCO)c3c(=O)n2C2CC2)n1,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCN(S(=O)(=O)CCN3CCN(S(C)(=O)=O)CC3)CC2)n1,1,0,1,0
CN(C)CCOc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
Nc1nc(N)c2nc(-c3cccc4[nH]ccc34)cnc2n1,1,0,1,1
C[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2cccc(F)c2c(=O)n1-c1cc[nH]n1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3cc(O)cc(F)c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(C2CCN(S(=O)(=O)CCN(C)C)CC2)nc(N2CCOCC2)n1,1,0,1,0
CC[C@H](Nc1ncnc(N)c1-c1nc(C)no1)c1nc2cccc(Cl)c2c(=O)n1C1CC1,1,0,0,1
COc1cc(N)cc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCN(S(C)(=O)=O)CC2)n1,1,0,1,0
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N(C)[C@@H]2CCN(S(C)(=O)=O)C2)n1,1,0,1,0
CC[C@H](Nc1ncnc(N)c1-c1nc(C)no1)c1nc2cccc(C#CCO)c2c(=O)n1C1CC1,1,0,1,1
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3C#N)n(-c3ccccc3)c(=O)c12,1,0,1,1
Cc1c(F)cncc1-n1c([C@H](C)Nc2nc(N)nc(N)c2C#N)nc2cccc(Cl)c2c1=O,1,0,1,1
C[C@H](Nc1nc(N)nc(C(F)F)c1C#N)c1nc2ccc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
N#Cc1ccc(-c2c(-c3nnc[nH]3)sc(N3CCOCC3)c2C#N)c(F)c1,1,1,1,1
Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(-c3cccc(CN(C)CCCN4C[C@@H](C)O[C@@H](C)C4)c3)c(=O)n12,1,0,1,0
NCCOc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
CC[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2c(Cl)cc(F)cc2c(=O)n1-c1cc[nH]n1,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N(CCCN2CCOCC2)C2CCN(S(C)(=O)=O)CC2)n1,1,0,1,0
Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3-c3ccc4cc[nH]c4c3)n(-c3ccccc3)c(=O)c12,1,0,1,1
CC[C@H](Nc1ncnc(N)c1-c1nc(C)no1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,0,0,1
FC(F)c1nc2c(OCCN3CCOCC3)cccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,1,0,1,0
CN(CCn1ccnc1)c1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,1,0,1,0
CC#Cc1cccc2nc([C@H](C)Nc3ncnc(N)c3-c3nc(C)no3)n(-c3ccccc3)c(=O)c12,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCN(S(=O)(=O)CCN)CC2)n1,1,0,1,0
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)n1,1,0,0,1
Cc1noc(-c2c(N)ncnc2N[C@@H](C)c2cc3cccc(C#CCO)c3c(=O)n2C)n1,1,0,1,1
COc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N(C)C2CCN(S(C)(=O)=O)CC2)n1,1,0,1,0
COc1ncc(-c2cc3c(c(OCC4CCCN(C)C4)c2)COC3)cc1NS(C)(=O)=O,1,0,1,1
