smiles,PI3K-beta,PI3K-alpha,PI3K-delta,PI3K-gamma
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(NC(C)C)C(=O)N4)ncnc21,0,0,1,0
CCn1c(C(F)F)nc2c(-c3ccc4c(c3)C(C)(Cc3ccccc3)C(=O)N4)ncnc21,0,0,1,0
Cc1ncc(-c2ccn3ncc(-c4cnn(Cc5ccccc5)c4)c3n2)cn1,0,0,1,0
Nc1ncnn2c(-c3cccc(CO)c3)cc(-c3ccnn3C3CCCCC3)c12,0,0,1,0
COc1ncc(-c2ccc3ncnc(N[C@H]4CCCN(C(=O)C(F)(F)F)C4)c3c2)cc1[N+](=O)[O-],0,0,1,0
C[C@H](Nc1ncnc2scnc12)c1nc2cccc(Cl)c2c(=O)n1CCC(C)(C)N,0,0,1,1
CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1CCCN,0,0,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1CCN1CCCC1,0,0,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1ncc[nH]1,0,0,1,1
C[C@H](Nc1cnnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccccc4)c3)cc12)c1ccccc1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(OC3CN(Cc4ccccc4)CC3(C)C)ncnc21,0,0,1,0
Cc1ncc(-c2cc(C(F)(F)F)c3c(N)ncnn23)cc1N1C[C@H](C)OC(C)(C)C1=O,0,0,1,0
Cc1c(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCC(N5CCOCC5)CC4)[nH]c3n2)cnn1C,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(C(=O)c5ccc6ccccc6c5)C4)ncnc3n2C)c1C,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(C(=O)C5(C)CCOCC5)C4)ncnc3n2C)c1C,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(C(=O)OCC(C)(C)C)C4)ncnc3n2C)c1C,0,0,1,0
Cc1ncc(-c2nc3c(OC4CCN(C(=O)OC(C)(C)C)C4)ncnc3n2C)n1C,0,0,1,0
Cn1c(-c2cn[nH]c2)nc2c(OC3CCN(C(=O)OC(C)(C)C)C3)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)N(C)C4CC4)C3)ncnc21,0,0,1,0
O=S(=O)(Nc1cc(-c2ccc3[nH]cnc3c2)cnc1Cl)c1ccccc1,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cc(C)[nH]n5)C4)ncnc3n2C)c1C,0,0,1,0
CC(Nc1ncnc(N)c1C#N)c1cc2nccn2nc1-c1ccccc1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(NC3CCOCC3)C(=O)N4)ncnc21,0,0,1,0
CC(C)c1ccc(Cn2c(=O)n(C)c3c4cc(-c5cnc6ccccc6c5)ccc4ncc32)cc1,0,0,1,0
Cc1cn(-c2nc(N3CCOCC3)nc3c(CN4CCN(C(=O)C5CC5)CC4)csc23)c(C)n1,0,0,1,0
CN(C)CCCn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,0,0,1,1
CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(F)cc3)c2)s1,0,0,1,1
Cc1ncc2ccccc2c1-c1nc(N2CCOCC2)c2sc(CN3CCC(N(C)C)CC3)cc2n1,0,0,1,0
CN(C)C1CCN(C(=O)c2nc3c(N4CCOCC4)c(F)c(-c4cnn(C)c4)nc3[nH]2)CC1,0,0,1,0
CCn1ncc(C(=O)N2CC[C@H](Oc3ncnc4c3nc(-c3cnn(CC)c3C)n4C)C2)c1C,0,0,1,0
CC(=O)N1CCN(c2cccc(-c3cc(-n4cc(C)cn4)c4c(N)ncnn34)c2)C(=O)C1(C)C,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(NC[C@@H](C)C(=O)N3CCCC3)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(NCC3CC3)C(=O)N4)ncnc21,0,0,1,0
COc1ccc(Cn2c(=O)n(C)c3c4cc(-c5ccccc5)ccc4ncc32)cc1,0,0,1,0
Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCCC3)c12,0,0,1,0
CCC(c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccc(OC)cc2)c2c(N)ncnc21,0,0,1,0
CCOc1c(C(C)n2nc(-c3ccc(F)cc3)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccc(C(=O)N(C)C)nc1,0,0,1,0
CCOc1c(C(C)n2nc(-c3ccc(C(=O)N(C)C)nc3)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccc(C(=O)N(C)C)nc1,0,0,1,0
C[C@@H]1CN(c2nc(-c3cnn(C)c3)ncc2C#N)CCN1c1cccc(S(C)(=O)=O)c1,0,0,1,0
C[C@@H]1CN(c2nc(Cl)c(C#N)c(-c3cnn(C)c3)n2)CCN1C(=O)C1CC1,0,0,1,0
COc1c(C(C)Nc2ncnc(N)c2C(C)=N)cc(C#N)c(C)c1-c1cnn(C)c1,0,0,1,0
COc1c(C(C)Nc2ncnc(N)c2C(C)=N)cc(Cl)c(C)c1C1CC1,0,0,1,0
COc1c(C(C)n2ncc3c(N)ncnc32)cc(Cl)c(C)c1-c1ccnc(C(=O)N(C)C)c1,0,0,1,0
COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(C#N)c(C)c1-c1ccnc(C(=O)N(C)CCO)c1,0,0,1,0
COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(C(=O)NCCCN(C)C)c2)cc(OC)c1,0,0,1,0
COc1cccc(Cc2ccn3nc([C@H](C)Nc4ncnc(N)c4C#N)n(-c4ccccc4)c(=O)c23)c1,0,0,1,0
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2c(C#N)cc(F)cc2c(=O)n1-c1cncc(F)c1)C1CC1,0,0,1,0
OCCn1cnc2c(-n3c(C(F)F)nc4ccccc43)nc(N3CCOCC3)nc21,0,0,1,0
CN1CCN(c2ccc(Nc3ccc4c(c3)N(c3nc5c(s3)C(=O)NC(C)(C)C5)CCO4)nn2)CC1,0,0,1,1
CCOc1c(C(C)n2nc(C#N)c3c(N)ncnc32)cc(Cl)c(C)c1-c1ccc(C(=O)N(C)C)nc1,0,0,1,0
Cc1nn(C)cc1-c1nc(N2CCOCC2)c2nc(C(=O)NCC3(CO)COC3)[nH]c2n1,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cnn(C(C)C)c5)C4)ncnc3n2C)c1C,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)C5CC(=O)N(C)C5)C4)ncnc3n2C)c1C,0,0,1,0
Cn1c(-c2ccc(-n3cccn3)cc2)nc2c(OC3CCN(C(=O)OC(C)(C)C)C3)ncnc21,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(c5nccn6cnnc56)C4)ncnc3n2C)c1C,0,0,1,0
CCn1ncc(-c2nc3c(SC4CCN(C(=O)OCC(C)C)C4)ncnc3n2C)c1C,0,0,1,0
Cc1nc(N)c(Br)c(N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2-c2cc(F)cc(F)c2)n1,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(CCCN3CCC4(CC3)COC4)c2c(=O)n1-c1ccccc1,0,0,1,0
N#Cc1c(N)nc(N)nc1N1CC[C@H]1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,0,0,1,0
COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(C)c1C1CC1,0,0,1,0
CCC(Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CC(O)(C2CC2)C1,0,0,1,0
COc1c(C(C)n2nc(C)c3c(N)ncnc32)cc(C#N)c(C)c1-c1cnn(C)c1,0,0,1,0
COc1ncc(-c2ccc3nncc(Nc4ccccc4)c3c2)cc1NS(=O)(=O)c1ccccc1,0,0,1,0
CC(=O)N[C@H]1CCN(C(=O)c2nc3c(N4CCOCC4)nc(-c4cnn(C)c4)nc3[nH]2)C1,0,0,1,0
CN(C)C1CCN(C(=O)c2nc3c(N4CCOCC4)nc(-c4cn[nH]c4)nc3[nH]2)CC1,0,0,1,0
Cc1nn(C)cc1-c1nc2[nH]c(C(=O)N3CCC(N4CCOCC4)CC3)nc2c(N2CCOCC2)c1Cl,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(C(=O)CC5CCOCC5)C4)ncnc3n2C)c1C,0,0,1,0
CCn1c(C(=O)NCC(F)(F)F)nc2c(O[C@H]3CCN(C(=O)OC(C)(C)C)C3)ncnc21,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5nnc(C)o5)C4)ncnc3n2C)c1C,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCNCC4)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(F)CC4)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCN(C)CC4)csc23)cc1NS(=O)(=O)C1CC1,0,0,1,0
CN1CCN(Cc2csc3c(-c4cncc(NS(C)(=O)=O)c4)nc(N4CCOCC4)nc23)CC1,0,0,1,0
C[C@H]1CN(c2cc(-c3c(F)c(Cl)c4c(N)ncnn34)ccc2F)C(=O)C(C)(C)O1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCC(C)C1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCS(=O)(=O)CC1,0,0,1,0
COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3ccccc3C)c3ncnc(N)c23)cn1,0,0,1,0
Nc1ncnn2c(-c3ccc(CO)cc3)cc(-c3ccnn3C3CCCCC3)c12,0,0,1,0
Cc1n[nH]c(C)c1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,0,0,1,1
COc1ccc(-c2nn(C3Cc4ccccc4C3)c3ncnc(N)c23)cc1O,0,0,1,0
Cn1cc(-c2ccc3c(c2)N(C2=NC4CC(C)(C)NC(=O)C4S2)CCO3)cn1,0,0,1,0
CCOc1c([C@@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1,0,0,1,0
CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@H]1CNC(=O)C1,0,0,1,0
Cn1cc(-c2nc3[nH]c(C(=O)NCCN4CCOCC4)nc3c(N3CCOCC3)c2F)cn1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)N(C)c4ccccc4)C3)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(c4cnccn4)C3)ncnc21,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCc5sccc5C4)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN(C)C)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCOC[C@@H]1C,0,0,1,0
C[C@@]1(Cc2ccccc2)C(=O)Nc2ccc(-c3cnn4cccnc34)cc21,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1cc(=O)n2cc(F)ccc2c1-c1ccccc1,0,0,1,0
CCC(c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccc(OC)c(OC)c2)c2c(N)ncnc21,0,0,1,0
C[C@@H]1CN(c2nc(-c3cnn(C)c3)c(C#N)c(C3CC3)n2)CCN1C(=O)C1CC1,0,0,1,0
CC(=O)Nc1nc(C)c(-c2ccc(Br)c(S(=O)(=O)NCCO)c2)s1,0,0,1,1
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1Cc2ccccc2C1,0,0,1,0
CCOC(=O)N1CCC(Oc2ncnc3c2nc(-c2cnn(CC)c2C)n3C)C1,0,0,1,0
COc1ncc(-c2ccc3ccncc3c2)cc1NS(C)(=O)=O,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1Cc1cc[nH]n1,0,0,1,1
COc1ccc(-c2nn(C(c3nc4cccc(F)c4c(=O)n3C)C3CCC3)c3ncnc(N)c23)cc1F,0,0,1,0
Cc1nn(C)cc1-c1nc(N2CCOCC2)c2nc(C(=O)N3CCC(C(C)(C)O)CC3)[nH]c2n1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)N4CC(C)(OC)C4)C3)ncnc21,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCc5ccccc5C4)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C)(C)CC4)c(C)sc23)cc1NS(C)(=O)=O,0,0,1,0
CC(C)(C)N1CCN(Cc2csc3c(-c4cccc5[nH]ccc45)nc(N4CCOCC4)nc23)CC1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(N[C@@H]3CCOC3)C(=O)N4)ncnc21,0,0,1,0
Cc1ncc(-c2ccn3ncc(-c4ccc5c(c4)C(N4CCOCC4)CC5)c3n2)cn1,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1C[C@H](O)CO,0,0,1,1
C[C@H](Nc1ncnn2ccnc12)c1nc2cccc(Cl)c2c(=O)n1CCCN,0,0,1,1
CCC(c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2cnn(C)c2)c2c(N)ncnc21,0,0,1,0
CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(F)ccc(C#N)c2c(=O)n1-c1cccnc1,0,0,1,0
Nc1ncnc2c1c(-c1cc(F)c3c(c1)NCCO3)nn2C1Cc2ccccc2C1,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5nccn5C)C4)ncnc3n2C)c1C,0,0,1,0
Cn1c(-c2ccc3[nH]ncc3c2)nc2c(OC3CCN(C(=O)OC(C)(C)C)C3)ncnc21,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCN(C(=O)OC(C)(C)C)CC4)csc23)cc1NS(C)(=O)=O,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(Cc3ccccc3)OC(=O)N4)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(OC(C)C)C(=O)N4)ncnc21,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1Cl)c1nc2cccc(Cl)c2c(=O)n1CCCN,0,0,1,1
CC(C)(O)C1CCN(Cc2csc3c(-c4cccc5[nH]ccc45)nc(N4CCOCC4)nc23)CC1,0,0,1,0
CC(C)NC(=O)CCCC#Cc1cccc2nc(Cn3nc(-c4ccc(O)cc4)c4c(N)ncnc43)n(Cc3ccccc3Cl)c(=O)c12,0,0,1,1
O=S(=O)(Nc1cc(-c2ccc3[nH]ncc3c2)cnc1Cl)c1ccccc1,0,0,1,0
Cn1ncc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c1N,0,0,1,1
Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCN5C(=O)COC[C@H]5C4)[nH]c3n2)cn1,0,0,1,0
C[C@@H]1CN(C2CN(C(=O)c3nc4c(N5CCOCC5)c(F)c(-c5cnn(C)c5)nc4[nH]3)C2)C[C@H](C)O1,0,0,1,0
CCC(=O)N1CC[C@H](Oc2ncnc3c2nc(-c2cnc(C)nc2)n3C)C1,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cnoc5C)C4)ncnc3n2C)c1C,0,0,1,0
CC(C)OC(=O)COc1cccc2nc([C@H](C)Nc3nc(N)nc(N)c3C#N)n(-c3ccccc3)c(=O)c12,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N(C)C(=O)OC(C)(C)C)CC4)csc23)cc1NS(C)(=O)=O,0,0,1,0
CC1(C)CCCN(c2cccc(-c3cc(C(F)(F)F)c4c(N)ncnn34)c2)C1=O,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(Cc3ccccc3)CN4C)ncnc21,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nn2ccc(Cc3cccc(O)c3)c2c(=O)n1-c1ccccc1,0,0,1,0
O=S(=O)(Nc1cc(-c2ccc3ocnc3c2)cnc1Cl)c1ccccc1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)OCCCN(C)C)C3)ncnc21,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(c5cc(C(F)(F)F)ccn5)C4)ncnc3n2C)c1C,0,0,1,0
CCC(=O)N1CC[C@H](Oc2ncnc3c2nc(-c2ccc4[nH]ccc4c2)n3C)C1,0,0,1,0
CCOC(=O)N1CCC(Sc2ncnc3c2nc(-c2cnn(CC)c2C)n3C)C1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CC[C@H](F)C1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1C[C@@H]2C[C@H]1CO2,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(N[C@@H](C)CC(=O)N3C[C@@H](C)O[C@@H](C)C3)ncnc21,0,0,1,0
Cc1ncc(-c2ccn3ncc(-c4cccc(CN5CCOCC5)c4)c3n2)cn1,0,0,1,0
C[C@H](Nc1ncnn2ccnc12)c1nc2cccc(Cl)c2c(=O)n1N(C)CCN,0,0,1,1
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1CC1CCCN1,0,0,1,1
CC(C)Oc1ccc(-c2nn(C(C)c3oc4ccccc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F,0,0,1,0
Cn1cc(-c2ncc(C#N)c(N3C[C@@H]4C[C@H]3CN4c3cccc([N+](=O)[O-])c3)n2)cn1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)OCCN(C)C)C3)ncnc21,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)CC#N)C4)ncnc3n2C)c1C,0,0,1,0
CCC(Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCn2c(CC(C)C)nnc2C1,0,0,1,0
CC1(C)Cc2nc(N3CCOc4ccc(-c5cnn(CCN)c5)cc43)sc2C(=O)N1,0,0,1,1
C=CC(=O)Nc1cccc(NS(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)c1,0,0,1,1
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)[C@@H]4CCC[C@H]4N)C3)ncnc21,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCC(C(C)(C)F)CC4)c(C)sc23)cc1NS(=O)(=O)C1CC1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCOC(COC)C1,0,0,1,0
CCC(Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCc2c(c(C(C)C)nn2C)C1,0,0,1,0
COCCNc1cc(-c2ncnc3c2CN(c2cnc(OC)c(C)c2)CC3)ccn1,0,0,1,0
COCCCn1c([C@H](C)Nc2ncnc(N)c2C#N)nc2c(F)ccc(F)c2c1=O,0,0,1,1
Cn1c(CN2CCC(C(C)(C)O)CC2)nc2c(N3CCOCC3)nc(-n3c(N4CCOCC4)nc4ccccc43)nc21,0,0,1,0
C[C@H](Nc1ncnc(N)c1-c1ccc(N)nc1)c1nn2cccc2c(=O)n1-c1ccccc1,0,0,1,0
C[C@@H](c1nc2ccsc2c(=O)n1-c1ccccc1)n1cnc2c(N)ncnc21,0,0,1,0
Nc1ncnn2c(-c3ccc4cnn(C5CCOCC5)c4c3)cc(Cl)c12,0,0,1,0
CNC(=O)c1ccc2c(c1)N(c1cnc(OC)c(S(=O)(=O)NC)c1)CCO2,0,0,1,0
COc1ccc(-c2nn(C(C)c3nc4cccc(F)c4c(=O)n3CC(C)C)c3ncnc(N)c23)cc1F,0,0,1,0
Cc1ccn2nc([C@H](C)Nc3ncnc4[nH]cc(C(=O)NCCc5cn[nH]c5)c34)n(-c3ccccc3)c(=O)c12,0,0,1,0
Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc3)nc1N2C,0,0,1,1
CN(C)C1CCN(Cc2cc3nc(-c4cccc5c4CC(=O)N5)nc(N4CCOCC4)c3s2)CC1,0,0,1,0
CN(C)C1CCN(C(=O)c2nc3c(N4CCOCC4)cc(-c4cnn(C)c4)nc3[nH]2)CC1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(OC3CN(C(=O)C4CC4)CC3OC)ncnc21,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cnon5)C4)ncnc3n2C)c1C,0,0,1,0
CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5cnoc5C(C)C)C4)ncnc3n2C)c1C,0,0,1,0
CS(=O)(=O)c1cccc2nc([C@@H](Nc3nc(N)nc(N)c3C#N)C3CC3)n(-c3c(F)cccc3F)c(=O)c12,0,0,1,0
COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3c(C)cccc3C)c3ncnc(N)c23)cn1,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2c(F)ccc(C#N)c2c(=O)n1-c1cncc(F)c1,0,0,1,0
Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCC(N5CCOCC5=O)CC4)[nH]c3n2)cn1,0,0,1,0
N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(C#Cc3cccs3)c2c(=O)n1-c1ccccc1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(Cc3cncnc3)C(=O)N4)ncnc21,0,0,1,0
Nc1ncnn2c(-c3cccnc3)cc(-c3ccnn3C3CCOCC3)c12,0,0,1,0
CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C4CCCC4)CC3)cc2n1,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1CC1CNCCO1,0,0,1,1
N#Cc1cnc(-c2cn[nH]c2)nc1N1C[C@@H]2C[C@H]1CN2c1cccc(F)c1,0,0,1,0
CCn1nc(C)c(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)c1C,0,0,1,1
O=C(c1nc2c(N3CCOCC3)c(F)c(-c3cn[nH]c3)nc2[nH]1)N1CCC(N2CCOCC2)CC1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(NCCOC)C(=O)N4)ncnc21,0,0,1,0
COc1ncc(-c2ccc3c(c2)COCC3)cc1NS(C)(=O)=O,0,0,1,0
CC(C)(C)N1CCN(CC#Cc2cccc3nc([C@@H]4CCCN4c4ncnc(N)c4C#N)n(-c4ccccc4)c(=O)c23)CC1,0,0,1,0
CCn1c(-c2cnc(C)nc2C)nc2c(O[C@H]3CCN(C(=O)C4CC4)C3)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(c4nccs4)C3)ncnc21,0,0,1,0
CCC(=O)N1CCC(Oc2ncnc3c2nc(-c2ccc4[nH]ncc4c2)n3C)C1,0,0,1,0
CCC(Nc1ncnc2nc[nH]c12)c1nc2cccc(Cl)c2c(=O)n1-c1c(F)cccc1F,0,0,1,0
CCn1c(C(C)n2nc(-c3ccc(OC)c(F)c3)c3c(N)ncnc32)nc2cccc(F)c2c1=O,0,0,1,0
CC(Nc1ncnc2[nH]cnc12)c1nc2ccc(F)cc2c(=O)n1-c1cc(F)cc(F)c1,0,0,1,0
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(Cl)c2c(=O)n1-c1c(F)cccc1F,0,0,1,0
Cc1nn(C)c(C)c1-c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,0,0,1,1
COc1ncc(N2CCc3ncnc(-c4ccnc(OC5CCN(C)CC5)c4)c3C2)cc1C,0,0,1,0
Cc1nn(C)cc1-c1nc2[nH]c(C(=O)N3CCC(N4CCOCC4)CC3)nc2c(N2CCOCC2)c1C,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(OC3CCN(C(=O)N(C)c4ccccc4)CC3)ncnc21,0,0,1,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCCCC(=O)NO)c2c(=O)n1-c1ccccc1,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(OCC3(C)COC3)c2c(=O)n1-c1ccccc1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(N(C)C(C)C)C(=O)N4)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(N(C)CCOC)C(=O)N4)ncnc21,0,0,1,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,0,0,1,1
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(c4cncnc4)C3)ncnc21,0,0,1,0
COc1ncc(-c2nc(N3CCOCC3)nc3c(CN4CCN(CC(F)(F)F)CC4)c(C)sc23)cc1NS(=O)(=O)C1CC1,0,0,1,0
COc1ncc(N2CCc3ncnc(Nc4cccc(C(=O)N5CCOCC5)c4)c3C2)cc1C,0,0,1,0
Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)NCCN4CCOCC4)[nH]c3n2)cn1,0,0,1,0
CCOC(=O)CN1CCN(C(=O)c2nc3c(N4CCOCC4)nc(-c4cnn(C)c4)nc3[nH]2)CC1,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1cc2ncc(Cl)n2nc1-c1ccc(Cl)c(F)c1,0,0,1,1
C[C@@H](Nc1ncnc(N)c1C#N)c1cc2ncc(Cl)n2nc1-c1ccccc1,0,0,1,0
Cc1ncc(-c2nc3c(-c4ccc5c(c4)C4(CCN(C(=O)C6CC6)CC4)C(=O)N5)ncnc3n2C)cn1,0,0,1,0
C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)cc2)CC1,0,0,1,1
